园区名称,省份,城市,地区,详细地址,大约面积(亩),企业数
小蓝创新创业孵化(加速)器,江西省,南昌市,南昌县,南昌市南昌县小蓝经济开发区富山一路1318号,47,206
远程物流园,江西省,南昌市,南昌县,南昌市南昌县金沙二路666号远卓物流园,45,2
君为科技产业园,江西省,南昌市,南昌县,南昌市南昌县金沙二路与金奥支路交叉路口往北约100米,44,-
尚荣医疗健康产业园(建设中),江西省,南昌市,南昌县,南昌市南昌县小蓝经济开发区小蓝大道三一重工对面,43,-
联创宏声科技园,江西省,南昌市,南昌县,南昌市南昌县艾溪湖管理处瑶湖西六路,42,-
江西德合文化产业园(蒋巷工业园),江西省,南昌市,南昌县,南昌市南昌县振兴路,39,3
尤口百草园,江西省,南昌市,南昌县,瑶湖西七路与太常北一路交叉口西南440米,36,-
洪崖科技园,江西省,南昌市,南昌县,南昌市南昌县昌北区瑶湖区创新三路811号,33,65
江西海浩物流区,江西省,南昌市,南昌县,南昌市南昌县鑫维大道42号附近,33,4
怡杉环保科技园,江西省,南昌市,南昌县,南昌市南昌县南昌县高新技术产业开发区龙祥一路366号,29,3
斗半匠文化创意产业园,江西省,南昌市,南昌县,南昌市南昌县南昌县高新技术开发区创新三路777号,26,-
百思特物流园,江西省,南昌市,南昌县,南昌市南昌县汇仁大道附近,16,-
蒋巷工业园,江西省,南昌市,南昌县,南昌市南昌县振兴路东50米,10,5
新干线物流园,江西省,南昌市,南昌县,南昌市南昌县东新乡东岳大道(小远东垂钓西侧约100米),9,-
万彩标识产业园,江西省,南昌市,南昌县,摩托车大道与鑫维南大道交叉口东120米,-,1
小蓝数字经济产业园,江西省,南昌市,南昌县,小蓝中大道与金沙二路交叉口东340米,-,-
青山湖区高新技术产业开发区,江西省,南昌市,南昌县,玉泉大道与长旺路交叉口东南60米,-,845
江西现代职业技术学院大学生创业园,江西省,南昌市,南昌县,南昌市南昌县紫阳大道338号江西现代学院南门,-,1
江西水投三分地现代农业孵化园,江西省,南昌市,南昌县,蒋巷镇中大道888号,-,-
绿园企业精英孵化园,江西省,南昌市,南昌县,南昌市南昌县小蓝经济开发区小蓝经济技术开发区富山大道528号,-,161
小蓝创新创业基地,江西省,南昌市,南昌县,南昌市南昌县汇仁大道266号,-,70
泰豪产业基地,江西省,南昌市,南昌县,南昌市南昌县金沙三路与汇仁大道交叉路口往北约100米,-,-
南昌敏声射频MEMS产业园,江西省,南昌市,南昌县,南昌市南昌县瑶湖西七路,-,-
马来西亚科技产业园(江西办事处),江西省,南昌市,南昌县,南昌市南昌县富山中大道528号,-,161
江西赣玉林生态农业科技园,江西省,南昌市,南昌县,南昌市南昌县南峡路与002县道交叉口东100米,-,-
国鸿现代农业科技园,江西省,南昌市,南昌县,南昌市南昌县紫阳大道338号江西现代学院北门,-,4
南昌国家农业科技园区示范基地,江西省,南昌市,南昌县,南昌市南昌县林和农庄附近,-,-
南昌国家农业科技园,江西省,南昌市,南昌县,南昌市南昌县莲塘南大道1088正南方向150米,-,2
江西辉瑞科技工业园,江西省,南昌市,南昌县,南昌市南昌县蒋巷联圩,-,2
武阳工业园,江西省,南昌市,南昌县,南昌市南昌县泗港口路与韦丹路交叉路口西北侧,-,2
南昌国际动漫产业园,江西省,南昌市,南昌县,南昌市南昌县金沙二路1888号,-,3
昌南工业园,江西省,南昌市,青云谱区,南昌市青云谱区昌南五路5号,657,2613
中航工业洪都航空工业园,江西省,南昌市,青云谱区,南昌市青云谱区航空路9号附近,98,10
江西洪都航空工业集团有限责任公司昌南工业园区,江西省,南昌市,青云谱区,南昌市青云谱区金鹰路12号,61,38
1962文创园,江西省,南昌市,青云谱区,徐家坊商业街解放西路762号,60,31
南昌海凭国际医疗器械产业园(建设中),江西省,南昌市,青云谱区,金鹰路2号,54,4
南昌邮政速递电商产业园,江西省,南昌市,青云谱区,南昌市青云谱区南莲路330号,43,6
南昌颐高数字经济产业园,江西省,南昌市,青云谱区,城南大道与金雕路交叉口(原万象华庭),35,102
江南云港数字产业园,江西省,南昌市,青云谱区,南昌市青云谱区青云谱镇恒茂英伦小区对面,29,609
三店南苑工业园,江西省,南昌市,青云谱区,南昌市青云谱区广州路60号,25,21
昌强创意产业园,江西省,南昌市,青云谱区,南昌市青云谱区佛塔路168号,23,111
岭南电商(江西)智慧产业园,江西省,南昌市,青云谱区,南昌市青云谱区青云谱镇新溪桥路88号,22,166
江西景泰华电子商务产业园(景泰华新经济产业园),江西省,南昌市,青云谱区,南昌市青云谱区新地路8号,10,115
军帆阳光产业园,江西省,南昌市,青云谱区,福海路与焕章路交叉口东南240米,10,1
中航长江设计师产业园,江西省,南昌市,青云谱区,南昌市青云谱区洪都南大道311号(长运汽车检测站旁),9,22
深蓝智造创意园(青云谱深蓝vr智能产业孵化基地),江西省,南昌市,青云谱区,南昌市青云谱区洪都南大道237号,9,28
青云谱电子商务产业孵化基地,江西省,南昌市,青云谱区,南昌市青云谱区京山新街93号,9,75
颐高数字文创园,江西省,南昌市,青云谱区,南昌市青云谱区解放西路3号,-,27
青云谱大学生餐饮创业孵化基地,江西省,南昌市,青云谱区,南昌市青云谱区佛塔路与新地路交叉口南50米,-,58
江西艾迪培训创业孵化基地,江西省,南昌市,青云谱区,广州路96号附近,-,25
洪都航空工业产业园,江西省,南昌市,青云谱区,南昌市青云谱区洪都南大道38号附近,-,12
江西阳光乳业集团产业园区,江西省,南昌市,青云谱区,东新乡上海庄园路,-,-
南昌市残疾人文化艺术创意产业园,江西省,南昌市,青云谱区,南昌市青云谱区江铃东二路东150米,-,8
海吉星孵化园,江西省,南昌市,青云谱区,南昌市青云谱区航空路附近,-,193
优联创业创新园,江西省,南昌市,青云谱区,南昌市青云谱区广州路中国石化加油站青云谱站东南侧约40米,-,28
产投进未来医疗器械产业园二期,江西省,南昌市,进贤县,医科大道1189号,184,1
江西海西轻纺工业园,江西省,南昌市,进贤县,南昌市进贤县316国道东50米,110,1
工控进未来1期,江西省,南昌市,进贤县,南昌市进贤县医疗器械产业园区医科大道以北698号,69,10
广州鹏牌灵洋企业江西产业园,江西省,南昌市,进贤县,南昌市进贤县医科大道788号,33,17
爱光大健康产业园,江西省,南昌市,进贤县,南昌市进贤县医科园医科大道518号,20,50
温福(省级)小企业创业基地,江西省,南昌市,进贤县,南昌市进贤县温福大道东150米,15,-
江西进贤经济开发区,江西省,南昌市,进贤县,民和镇,-,3
江西进贸经济开发区,江西省,南昌市,进贤县,制造业大道与进贤大道交叉口北40米,-,-
文港镇开发区,江西省,南昌市,进贤县,文港镇,-,6
进贤县文港镇农民创业园,江西省,南昌市,进贤县,南昌市进贤县文港镇工业大道1号正西方向120米,-,4
温圳综合市场小企业创业基地,江西省,南昌市,进贤县,南昌市进贤县温圳大道,-,7
江西铭发高新技术企业孵化中心,江西省,南昌市,进贤县,南昌市进贤县青阳大道与燕曹路交叉路口往东约50米,-,111
联决电子科技园,江西省,南昌市,进贤县,创新路与工业五路交叉口东南280米,-,-
凯盛浩丰进贤(东南)智慧农业产业园区,江西省,南昌市,进贤县,南昌市进贤县罗溪镇罗岭路188号,-,-
国资南昌硒谷·钟陵现代农业产业园,江西省,南昌市,进贤县,南昌市进贤县钟陵乡石灰岭林场(S211进贤至三里的省道旁边),-,-
必拓产业园,江西省,南昌市,进贤县,南昌市进贤县滨湖西大道,-,-
进贤县跨境电商创业园,江西省,南昌市,进贤县,南昌市进贤县民和镇江西进贤经济开发区,-,-
江西省大健康产业园管理园,江西省,南昌市,进贤县,南昌市进贤县民和镇医科大道,-,76
正泰低压产业园,江西省,南昌市,进贤县,南昌市进贤县开发区,-,-
江西美格尔医疗产业园,江西省,南昌市,进贤县,南昌市进贤县创业大道513号,-,7
江西进贤经开区温圳产业园,江西省,南昌市,进贤县,南昌市进贤县316国道东50米,-,3
安义·盈创小微创业园,江西省,南昌市,安义县,南昌市安义县东阳镇东阳大道88号,339,230
江西铭辉杭萧钢构产业园,江西省,南昌市,安义县,南昌市安义县红山大道附近,148,1
吉恩食安云食安厨房食材大数据集群价值(南昌总部)智能园,江西省,南昌市,安义县,南昌市安义县308省道北50米,45,5
江西安义工业园区,江西省,南昌市,安义县,南昌市安义县308省道北150米,25,-
城投创业园,江西省,南昌市,安义县,南昌市安义县凤凰西路与创业孵化街交叉口东50米,14,-
江西(南昌)青少年文创研学产业基地,江西省,南昌市,安义县,石鼻镇罗田村安义千年古村群,-,-
富盛产业园,江西省,南昌市,安义县,江西省南昌市安义县长均乡富盛产业园,-,-
安义数字经济产业园,江西省,南昌市,安义县,迎宾大道10号,-,309
安义教育园,江西省,南昌市,安义县,向阳东路与教育路中山北路西100米,-,6
安义宗山米粉小镇,江西省,南昌市,安义县,南昌市安义县黄洲镇宗山垅,-,9
安义门窗特色产业小镇,江西省,南昌市,安义县,南昌市安义县红山大道,-,24
德福工业园,江西省,南昌市,安义县,南昌市安义县G105(昌九公路),-,-
云创(安义)数字经济产业园,江西省,南昌市,安义县,东阳镇孙滤城东路,-,-
中国云厨(南昌)全域产业园,江西省,南昌市,安义县,南昌市安义县长均乡下罗,-,-
绿能农业综合开发科技园,江西省,南昌市,安义县,南昌市安义县308省道南50米,-,-
南昌水土保持生态科技园,江西省,南昌市,安义县,南昌市安义县长京段东50米,-,4
安义工业园区北新段,江西省,南昌市,安义县,南昌市安义县北新段西100米,-,-
西湖区工业园,江西省,南昌市,安义县,南昌市安义县凤凰东路东50米,-,2
江西香江家装产业园,江西省,南昌市,安义县,南昌市安义县锦绣西大道26号附近,-,-
清晨产业园,江西省,南昌市,安义县,南昌市安义县105国道西50米,-,-
用友产业园(南昌),江西省,南昌市,红谷滩区,南昌市红谷滩区嘉言路668号,571,588
国家职业教育虚拟仿真实训示范基地(建设中),江西省,南昌市,红谷滩区,南昌市红谷滩区九龙大道6000号,259,-
慧谷创意产业园(南昌创业创新基地),江西省,南昌市,红谷滩区,南昌市红谷滩区红谷滩区学府大道899号,222,1181
红谷滩区现代服务产业园(建设中),江西省,南昌市,红谷滩区,昌西大道与双云路辅路和平路南260米,183,-
江西海新科技园,江西省,南昌市,红谷滩区,南昌市新建区红谷滩区产业路与宁远大街交叉口东南150米,152,-
南昌乾龙物流园A区,江西省,南昌市,红谷滩区,南昌市红谷滩区红谷滩区西站大街,125,1
中国南昌VR产业基地(南昌AI+VR创新基地),江西省,南昌市,红谷滩区,南昌市红谷滩区九龙湖管理处九龙大道1177号绿地国际博览城,101,643
红谷滩区流量经济(互联网)产业园(建设中),江西省,南昌市,红谷滩区,龙兴大街(西站南广场地铁站1号口步行80米),60,-
江西惜能产业园,江西省,南昌市,红谷滩区,南昌市新建区璜溪大道18,56,11
新建智慧谷创新科技园,江西省,南昌市,红谷滩区,南昌市新建区红谷滩区璜溪大道50号,29,1
红谷滩数字经济产业园,江西省,南昌市,红谷滩区,丰和北大道96号,27,85
酒店设备科技产业园,江西省,南昌市,红谷滩区,南昌市新建区科发路168号,27,2
江西互联网金融产业园,江西省,南昌市,红谷滩区,南昌市红谷滩区,24,149
江西汉昀孵化器,江西省,南昌市,红谷滩区,南昌市红谷滩区红谷滩区红谷中大道1583附近,2,1
一亿中流上市加速器,江西省,南昌市,红谷滩区,南昌市红谷滩区红谷滩新区丰和北大道369号,-,-
侨梦苑侨商产业聚集区,江西省,南昌市,红谷滩区,南昌市红谷滩区红谷滩区红谷中大道2022号附近,-,-
江西惠谷·红谷创意产业园2期,江西省,南昌市,红谷滩区,南昌市红谷滩区安平南路与百鸣路交叉口西南200米,-,7
银燕物流基地,江西省,南昌市,西湖区,南昌市西湖区昌南大道和桃花路交汇处,455,119
九洲老三志物流园,江西省,南昌市,西湖区,南昌市西湖区九洲大街与玉兰路交汇处,24,-
梦想小街,江西省,南昌市,西湖区,南昌市西湖区朝阳洲中路199号,16,28
天樾创意产业园,江西省,南昌市,西湖区,南浦路92号,-,23
企服通小企业创业基地,江西省,南昌市,西湖区,南昌市西湖区安石路126号,-,13
众邦龙车用尿素南昌生产基地,江西省,南昌市,西湖区,南昌市西湖区洪润横街与大市场东路交叉路口往西约100米,-,22
